CreateDate,Account,CustomerID,CustomerType,AccountNumber,Billing Address,Service Address,ServiceType,RatePlan,AccountStatus
2023-05-20,100424,379,Residential,RESI-100424,1272 SilverTerrace  NorthWickhaven  New Jersey USA,1308 ElmRd IMybrhaven Texas USA ,Electric,fixed-rate,Active
2025-08-12,103908,3494,Commercial,COMM-103908,1646 ParkDr  IMvzgview  Texas USA,1308 OakDr FairLeybridge New Jersey USA,Water,fixed-rate,Active
2024-06-16,101752,1557,Residential,RESI-101752,1275 RiverBlvd  EastBrookmouth  Texas USA,1308 OakDr FairLeybridge New Jersey USA,Electric,variable-rate,Inactive
2020-09-18,101617,1443,Small Commercial,SMALLCOMM-101617,1279 GrandAve  SilverLeyport  Texas USA,1310 PineBlvd SIecrdale New York USA,Electric,fixed-rate,Inactive
2021-12-22,100072,65,Commercial,COMM-100072,1279 ParkRd  QVhbpland  Indiana USA,1311 PineCourt ClearHavendale Texas USA ,Gas,variable-rate,Closed
2022-03-14,100680,607,Commercial,COMM-100680,585 StoneLn  MountSonland  Texas USA,1311 SilverAve FortMoreborough Texas USA ,Gas,fixed-rate,Inactive
2020-02-10,104884,4348,Residential,RESI-104884,128 ParkDr  Riverbury  Michigan USA,1315 PineTerrace ZZlgghcipport Texas USA ,Water,time-of-use,Active
2025-06-24,102756,2456,Residential,RESI-102756,1280 MapleLn  ClearBrookland  Texas USA,1317 ParkAve FairHamford Delaware USA ,Electric,variable-rate,Inactive
2023-12-22,105431,4839,Residential,RESI-105431,1280 SunTerrace  Northview  Delaware USA,1318 GreenTerrace TFaehcvihill Texas USA ,Gas,variable-rate,Suspended
2025-08-15,100952,854,Small Commercial,SMALLCOMM-100952,1283 OakTerrace  NewSonhaven  British Columbia Canada,1319 CedarBlvd Greenville Illinois USA ,Gas,time-of-use,Inactive
2019-02-06,103966,3549,Residential,RESI-103966,1284 MapleCourt  FairMoreford  Texas USA,1320 GrandLn TConzjwood Saskatchewan Canada ,Gas,fixed-rate,Inactive
2019-09-22,101413,1264,Residential,RESI-101413,1284 StoneCourt  JSgibfpaton  Massachusetts USA,1326 MapleWay FairBridgeport New Jersey USA,Electric,fixed-rate,Suspended
2022-08-02,104329,3867,Small Commercial,SMALLCOMM-104329,1291 RiverDr  Newville  Texas USA,1327 Maple St Los Angeles USA,Electric,variable-rate,Inactive
2020-09-16,100808,724,Residential,RESI-100808,1296 GrandCourt  Forthaven  Texas USA,1332 OakSt GreenHammont Texas USA ,Electric,time-of-use,Active
2025-08-20,101782,1582,Small Commercial,SMALLCOMM-101782,1297 SilverWay  NJdrgborough  Michigan USA,1332 ParkRd ESkyrwrbton New York USA,Water,time-of-use,Active
2024-09-13,100187,171,Small Commercial,SMALLCOMM-100187,1298 KingDr  VSofmndside  Texas USA,1334 SilverLn GBugiklkton Texas USA ,Water,time-of-use,Active
2022-10-27,101592,1420,Commercial,COMM-101592,959 RiverRd  GreenSonbury  Texas USA,1334 SilverLn GBugiklkton Texas USA ,Electric,variable-rate,Suspended
2024-04-23,100586,523,Small Commercial,SMALLCOMM-100586,130 MapleRd  Mountport  Texas USA,1335 CedarCourt Roseport Texas USA ,Electric,fixed-rate,Active
2020-07-11,105195,4621,Commercial,COMM-105195,2364 GrandAve  GrandMoreborough  Texas USA,1339 QueenLn GSnibmwood Texas USA ,Electric,fixed-rate,Closed
2022-04-22,104282,3826,Commercial,COMM-104282,1301 StoneWay  NNvhcsvlbury  Texas USA,134 LakeBlvd FortWickview Ontario Canada ,Electric,fixed-rate,Active
2022-03-14,101652,1472,Residential,RESI-101652,1305 RiverAve  WestSonbury  Indiana USA,1350 OakRd Newfield Michigan USA ,Electric,time-of-use,Active
2019-08-30,103305,2947,Residential,RESI-103305,1306 GrandLn  NGlfyymouth  Texas USA,1351 LakeAve XUfrpford Alberta Canada ,Electric,time-of-use,Active
2022-10-09,104452,3982,Residential,RESI-104452,1306 LakePl  OakLeybury  Texas USA,1352 RiverCourt YRevcrmont Texas USA ,Water,time-of-use,Closed
2024-04-18,103476,3104,Residential,RESI-103476,1308 ElmRd  IMybrhaven  Texas USA,1356 CedarSt Newford Indiana USA ,Gas,variable-rate,Active
2022-12-29,100217,196,Commercial,COMM-100217,1308 OakDr  FairLeybridge  New Jersey USA,1360 ParkWay RiverBridgehaven Texas USA ,Electric,fixed-rate,Active
2020-08-05,101776,1576,Commercial,COMM-101776,4545 PineCourt  EastWickton  Texas USA,1362 KingLn FairLeyside Texas USA ,Water,fixed-rate,Active
2022-02-05,101235,1106,Residential,RESI-101235,1310 PineBlvd  SIecrdale  New York USA,1363 CedarTerrace Brightview Texas USA ,Water,variable-rate,Inactive
2025-03-11,102227,1976,Residential,RESI-102227,1311 PineCourt  ClearHavendale  Texas USA,1364 OakPl NewValeport Texas USA ,Electric,variable-rate,Inactive
2020-09-05,104926,4387,Commercial,COMM-104926,1311 SilverAve  FortMoreborough  Texas USA,1370 OakSt Southside Texas USA ,Electric,fixed-rate,Active
2019-03-06,103596,3213,Residential,RESI-103596,1315 PineTerrace  ZZlgghcipport  Texas USA,1372 QueenLn OBvgwford Ohio USA ,Electric,time-of-use,Active
2020-10-08,101260,1131,Commercial,COMM-101260,1317 ParkAve  FairHamford  Delaware USA,1373 LakeTerrace OakWickside Texas USA ,Water,time-of-use,Active
2019-05-04,103589,3207,Residential,RESI-103589,1318 GreenTerrace  TFaehcvihill  Texas USA,1373 PineLn GrandHamhaven Texas USA ,Electric,time-of-use,Inactive
2021-03-21,103570,3193,Residential,RESI-103570,1319 CedarBlvd  Greenville  Illinois USA,1374 ParkCourt KKusbjbury Maryland USA ,Electric,time-of-use,Suspended
2020-11-02,102207,1957,Residential,RESI-102207,1320 GrandLn  TConzjwood  Saskatchewan Canada,1374 ParkCourt KKusbjbury Maryland USA ,Electric,variable-rate,Active
2020-02-24,103967,3550,Residential,RESI-103967,1326 MapleWay  FairBridgeport  New Jersey USA,1374 ParkCourt KKusbjbury Maryland USA ,Electric,variable-rate,Active
2025-02-06,102670,2383,Commercial,COMM-102670,8442 ElmTerrace  YApmflridge  Delaware USA,1375 KingSt Fairville Maryland USA ,Gas,time-of-use,Active
2019-03-17,100879,787,Residential,RESI-100879,1332 OakSt  GreenHammont  Texas USA,1382 ElmSt WObytmouth British Columbia Canada,Electric,variable-rate,Active
2024-02-07,101537,1374,Small Commercial,SMALLCOMM-101537,1332 ParkRd  ESkyrwrbton  New York USA,1386 LakeWay FortHavenhaven Illinois USA ,Electric,variable-rate,Active
2025-06-02,100518,464,Residential,RESI-100518,1334 SilverLn  GBugiklkton  Texas USA,1387 CedarBlvd OakBrookport Michigan USA ,Gas,time-of-use,Closed
2025-02-18,104718,4206,Commercial,COMM-104718,4604 KingCourt  Lakebridge  Texas USA,1389 SilverBlvd TRqvclutview Michigan USA ,Electric,time-of-use,Active
2021-11-07,103857,3448,Residential,RESI-103857,1335 CedarCourt  Roseport  Texas USA,139 GreenCourt NOqshwview Texas USA ,Gas,fixed-rate,Active
2019-09-24,102061,1831,Small Commercial,SMALLCOMM-102061,1339 QueenLn  GSnibmwood  Texas USA,1391 GreenAve BrightSonfield California USA ,Water,time-of-use,Inactive
2023-11-12,103653,3264,Residential,RESI-103653,134 LakeBlvd  FortWickview  Ontario Canada,1393 KingTerrace Greenport Texas USA ,Gas,time-of-use,Active
2022-01-27,101149,1029,Residential,RESI-101149,1350 OakRd  Newfield  Michigan USA,1398 SunDr Westcrest Texas USA ,Gas,fixed-rate,Active
2020-10-09,105447,4855,Residential,RESI-105447,1351 LakeAve  XUfrpford  Alberta Canada,14 SunLn Faircrest Pennsylvania USA ,Electric,fixed-rate,Active
2022-11-01,102993,2668,Residential,RESI-102993,1352 RiverCourt  YRevcrmont  Texas USA,140 GrandRd LakeSonview Texas USA ,Electric,variable-rate,Active
2019-12-18,105149,4582,Commercial,COMM-105149,1356 CedarSt  Newford  Indiana USA,140 LakeLn Newbridge Maryland USA ,Electric,fixed-rate,Active
2025-06-11,101185,1065,Small Commercial,SMALLCOMM-101185,1360 ParkWay  RiverBridgehaven  Texas USA,1400 GrandTerrace PineBrookridge Texas USA ,Electric,fixed-rate,Active
2020-07-12,105489,4892,Residential,RESI-105489,1362 KingLn  FairLeyside  Texas USA,1401 MapleAve Oakfield Texas USA ,Water,variable-rate,Active
2019-10-11,101301,1163,Commercial,COMM-101301,1363 CedarTerrace  Brightview  Texas USA,1403 OakRd PMvvghosoton Ontario Canada ,Gas,fixed-rate,Suspended
2020-04-06,104129,3693,Residential,RESI-104129,1364 OakPl  NewValeport  Texas USA,1406 ElmWay RiverWickburg Texas USA ,Gas,time-of-use,Suspended
2021-05-12,103581,3202,Small Commercial,SMALLCOMM-103581,1370 OakSt  Southside  Texas USA,1406 SunLn PineHamport Texas USA ,Electric,fixed-rate,Active
2025-03-06,104829,4297,Residential,RESI-104829,1372 QueenLn  OBvgwford  Ohio USA,1408 HillPl SWzbtpuburg Texas USA ,Electric,time-of-use,Active
2022-02-02,104372,3906,Residential,RESI-104372,1373 LakeTerrace  OakWickside  Texas USA,1409 LakeAve IConepton Texas USA ,Electric,time-of-use,Suspended
2025-01-25,104471,4000,Residential,RESI-104471,1373 PineLn  GrandHamhaven  Texas USA,1409 LakeSt NOqshwview Texas USA ,Gas,fixed-rate,Active
2019-04-21,106096,3752,Residential,RESI-106096,1374 ParkCourt  KKusbjbury  Maryland USA,1418 GreenPl ClearHavenbridge Texas USA ,Electric,variable-rate,Active
2021-11-26,104198,3752,Residential,RESI-104198,1374 ParkCourt  KKusbjbury  Maryland USA,142 ElmSt EOhbahcbury Indiana USA ,Electric,time-of-use,Active
2021-03-15,100304,274,Commercial,COMM-100304,8845 ElmLn  WestHavenburg  Texas USA,1421 GreenBlvd WestWickland Texas USA ,Electric,fixed-rate,Inactive
2020-09-08,104120,3685,Residential,RESI-104120,1375 KingSt  Fairville  Maryland USA,1421 GreenBlvd WestWickland Texas USA ,Electric,time-of-use,Active
2021-07-01,101638,1461,Residential,RESI-101638,1382 ElmSt  WObytmouth  British Columbia Canada,1422 KingLn XVplqside California USA ,Gas,fixed-rate,Active
2025-03-02,102557,2277,Residential,RESI-102557,1386 LakeWay  FortHavenhaven  Illinois USA,1425 GrandSt LThvxobford Texas USA ,Electric,time-of-use,Active
2023-04-02,101767,1570,Small Commercial,SMALLCOMM-101767,1387 CedarBlvd  OakBrookport  Michigan USA,1425 GrandSt LThvxobford Texas USA ,Electric,fixed-rate,Active
2022-03-12,105387,4796,Residential,RESI-105387,1389 SilverBlvd  TRqvclutview  Michigan USA,1427 OakWay Riverbury Texas USA ,Gas,fixed-rate,Active
2024-08-24,102761,2461,Residential,RESI-102761,139 GreenCourt  NOqshwview  Texas USA,1427 SilverRd TJofkport New York USA,Gas,time-of-use,Active
2022-11-04,103527,3155,Residential,RESI-103527,1391 GreenAve  BrightSonfield  California USA,143 KingBlvd Southwood Texas USA ,Electric,fixed-rate,Active
2021-12-07,101867,1657,Small Commercial,SMALLCOMM-101867,1393 KingTerrace  Greenport  Texas USA,143 MapleWay Lakeridge Ontario Canada ,Gas,time-of-use,Active
2019-05-27,105437,4845,Residential,RESI-105437,1398 SunDr  Westcrest  Texas USA,1430 CedarBlvd FairWickbridge Massachusetts USA ,Electric,fixed-rate,Active
2019-12-17,103233,2880,Small Commercial,SMALLCOMM-103233,14 SunLn  Faircrest  Pennsylvania USA,1430 CedarBlvd FairWickbridge Massachusetts USA ,Water,time-of-use,Active
2023-11-17,103728,3331,Small Commercial,SMALLCOMM-103728,140 GrandRd  LakeSonview  Texas USA,1432 SunPl RNjqplceport Ohio USA ,Electric,variable-rate,Active
2024-09-18,102823,2519,Small Commercial,SMALLCOMM-102823,140 LakeLn  Newbridge  Maryland USA,1432 SunPl RNjqplceport Ohio USA ,Gas,variable-rate,Active
2024-02-29,102610,2327,Small Commercial,SMALLCOMM-102610,1400 GrandTerrace  PineBrookridge  Texas USA,1433 GreenPl Newport Texas USA ,Electric,variable-rate,Active
2023-01-10,101678,1492,Small Commercial,SMALLCOMM-101678,1401 MapleAve  Oakfield  Texas USA,1434 CedarLn HMbhcjwood Texas USA ,Electric,variable-rate,Active
2024-07-02,104583,4092,Residential,RESI-104583,1403 OakRd  PMvvghosoton  Ontario Canada,1434 ParkPl Eastmont New Jersey USA,Electric,fixed-rate,Active
2024-02-16,103097,2757,Residential,RESI-103097,1406 ElmWay  RiverWickburg  Texas USA,1434 PinePl NewGateborough Texas USA ,Gas,variable-rate,Active
2024-06-05,101086,972,Small Commercial,SMALLCOMM-101086,1406 SunLn  PineHamport  Texas USA,1435 ElmPl EastWickside Alberta Canada ,Electric,time-of-use,Inactive
2021-01-03,104106,3672,Residential,RESI-104106,1408 HillPl  SWzbtpuburg  Texas USA,1437 RiverLn Northview Texas USA ,Electric,fixed-rate,Inactive
2022-12-22,105216,4640,Residential,RESI-105216,1409 LakeAve  IConepton  Texas USA,1437 StoneSt MFmxcifield Massachusetts USA ,Electric,fixed-rate,Active
2020-09-30,105054,4502,Residential,RESI-105054,1409 LakeSt  NOqshwview  Texas USA,1440 LakePl PineValeport Texas USA ,Electric,fixed-rate,Active
2019-12-03,103005,2680,Residential,RESI-103005,1418 GreenPl  ClearHavenbridge  Texas USA,1440 LakePl PineValeport Texas USA ,Electric,fixed-rate,Suspended
2019-09-22,101162,1042,Residential,RESI-101162,142 ElmSt  EOhbahcbury  Indiana USA,1441 StoneSt MountPointside Texas USA ,Gas,fixed-rate,Active
2020-08-14,102663,2377,Residential,RESI-102663,1421 GreenBlvd  WestWickland  Texas USA,1443 MapleSt BrightHamville Texas USA ,Water,fixed-rate,Active
2022-01-27,106045,2377,Residential,RESI-106045,1421 GreenBlvd  WestWickland  Texas USA,1443 MapleSt BrightHamville Texas USA ,Gas,variable-rate,Active
2021-02-25,102430,2156,Residential,RESI-102430,1422 KingLn  XVplqside  California USA,1447 SunRd Mountbridge Texas USA ,Electric,time-of-use,Suspended
2022-06-27,100430,385,Residential,RESI-100430,1425 GrandSt  LThvxobford  Texas USA,1452 GrandRd Northford Manitoba Canada ,Electric,fixed-rate,Active
2022-05-10,103971,3552,Commercial,COMM-103971,8377 QueenWay  Pinemont  Texas USA,1456 RiverAve Stoneborough Texas USA ,Gas,fixed-rate,Active
2019-01-11,104647,4149,Residential,RESI-104647,1427 OakWay  Riverbury  Texas USA,1458 ElmCourt PZcvycxjccrest Michigan USA ,Electric,variable-rate,Active
2025-05-25,101971,1750,Residential,RESI-101971,1427 SilverRd  TJofkport  New York USA,1459 ParkBlvd FairHamford Delaware USA ,Electric,time-of-use,Active
2025-05-07,100825,737,Residential,RESI-100825,143 KingBlvd  Southwood  Texas USA,1461 PineAve MountWickville Texas USA ,Electric,variable-rate,Suspended
2023-08-01,104569,4082,Small Commercial,SMALLCOMM-104569,143 MapleWay  Lakeridge  Ontario Canada,1462 HillWay MVwzoridge Texas USA ,Electric,time-of-use,Inactive
2020-06-29,100408,365,Residential,RESI-100408,1430 CedarBlvd  FairWickbridge  Massachusetts USA,1462 SunDr Mountford Quebec Canada ,Gas,time-of-use,Active
2025-03-31,103803,3401,Commercial,COMM-103803,5815 PineBlvd  XRyryqbury  New York USA,1466 CedarCourt CEnzvford Texas USA ,Water,variable-rate,Active
2022-08-01,100641,573,Residential,RESI-100641,1432 SunPl  RNjqplceport  Ohio USA,1467 LakePl UJurydputon Texas USA ,Electric,variable-rate,Active
2020-03-25,106072,573,Residential,RESI-106072,1432 SunPl  RNjqplceport  Ohio USA,1468 QueenCourt FairHamford Delaware USA ,Electric,variable-rate,Active
2021-02-24,103111,2771,Commercial,COMM-103111,1433 GreenPl  Newport  Texas USA,1470 GreenTerrace CWcsegrpburg Texas USA ,Electric,time-of-use,Suspended
2019-10-28,104393,3927,Small Commercial,SMALLCOMM-104393,1434 CedarLn  HMbhcjwood  Texas USA,1470 GreenTerrace CWcsegrpburg Texas USA ,Electric,variable-rate,Active
2022-09-19,101327,1186,Residential,RESI-101327,1434 ParkPl  Eastmont  New Jersey USA,1471 MapleBlvd Greenridge Texas USA ,Electric,time-of-use,Active
2021-04-23,105349,4761,Small Commercial,SMALLCOMM-105349,1434 PinePl  NewGateborough  Texas USA,1473 LakePl BUbvuzffabury Texas USA ,Electric,variable-rate,Active
2019-07-22,104425,3957,Residential,RESI-104425,1435 ElmPl  EastWickside  Alberta Canada,1478 GrandPl LBqdhville Texas USA ,Gas,variable-rate,Active
2021-02-05,103281,2925,Residential,RESI-103281,1437 RiverLn  Northview  Texas USA,1480 LakeRd Clearport Texas USA ,Electric,fixed-rate,Active
2021-06-03,102786,2485,Residential,RESI-102786,1437 StoneSt  MFmxcifield  Massachusetts USA,1484 ElmRd Oakcrest Pennsylvania USA ,Gas,fixed-rate,Active
2025-05-19,100345,312,Residential,RESI-100345,1440 LakePl  PineValeport  Texas USA,1484 SilverBlvd ClearHammouth Illinois USA ,Electric,variable-rate,Suspended
2024-04-07,103112,2771,Commercial,COMM-103112,1433 GreenPl  Newport  Texas USA,1484 SilverBlvd ClearHammouth Illinois USA ,Gas,fixed-rate,Active
2025-05-10,104864,4329,Residential,RESI-104864,1441 StoneSt  MountPointside  Texas USA,1485 CedarCourt GrandPointmouth Texas USA ,Gas,time-of-use,Active
2021-09-01,100588,525,Commercial,COMM-100588,1443 MapleSt  BrightHamville  Texas USA,1491 ParkBlvd LakeHavenview Texas USA ,Gas,variable-rate,Active
2019-01-31,105212,4636,Commercial,COMM-105212,3741 CedarBlvd  Rosedale  Texas USA,1493 LakeAve Brightton Texas USA ,Water,time-of-use,Active
2025-03-15,105275,4692,Small Commercial,SMALLCOMM-105275,1447 SunRd  Mountbridge  Texas USA,1496 HillDr Oakridge Texas USA ,Electric,fixed-rate,Active
2019-06-04,105175,4605,Residential,RESI-105175,1452 GrandRd  Northford  Manitoba Canada,150 OakTerrace TQllvkflville Texas USA ,Electric,fixed-rate,Active
2019-12-16,105375,4784,Residential,RESI-105375,1456 RiverAve  Stoneborough  Texas USA,151 ElmLn RAwttutrcrest Manitoba Canada ,Electric,time-of-use,Active
2020-04-05,101544,1380,Small Commercial,SMALLCOMM-101544,1458 ElmCourt  PZcvycxjccrest  Michigan USA,1516 GreenAve Newland New York USA,Electric,time-of-use,Suspended
2025-05-07,102748,2449,Residential,RESI-102748,1459 ParkBlvd  FairHamford  Delaware USA,1516 GreenAve Newland New York USA,Water,time-of-use,Active
2023-10-10,103577,3200,Commercial,COMM-103577,1461 PineAve  MountWickville  Texas USA,1517 CedarBlvd YGrkgnlhuhill Texas USA ,Gas,fixed-rate,Active
2019-10-09,103884,3474,Small Commercial,SMALLCOMM-103884,1462 HillWay  MVwzoridge  Texas USA,1519 CedarWay GBugiklkton Texas USA ,Electric,variable-rate,Inactive
2024-06-01,102729,2432,Small Commercial,SMALLCOMM-102729,1462 SunDr  Mountford  Quebec Canada,152 KingCourt Mountford Texas USA ,Electric,time-of-use,Active
2020-09-17,101255,1126,Residential,RESI-101255,1466 CedarCourt  CEnzvford  Texas USA,1522 KingCourt EastWickford British Columbia Canada,Electric,fixed-rate,Active
2024-05-20,104306,3848,Commercial,COMM-104306,1467 LakePl  UJurydputon  Texas USA,1522 QueenDr ZZfryview Texas USA ,Electric,fixed-rate,Active
2023-08-07,105024,4474,Residential,RESI-105024,1468 QueenCourt  FairHamford  Delaware USA,1522 QueenDr ZZfryview Texas USA ,Gas,time-of-use,Active
2024-12-05,105044,4494,Residential,RESI-105044,1470 GreenTerrace  CWcsegrpburg  Texas USA,1523 PineDr RoseBridgecrest New York USA,Electric,variable-rate,Inactive
2024-07-23,106059,4494,Residential,RESI-106059,1470 GreenTerrace  CWcsegrpburg  Texas USA,1523 SunLn WQlcbfield New York USA,Water,variable-rate,Active
2022-02-16,101426,1276,Commercial,COMM-101426,1471 MapleBlvd  Greenridge  Texas USA,1525 ParkRd Eastport Ontario Canada ,Electric,fixed-rate,Closed
2025-09-08,104614,4118,Small Commercial,SMALLCOMM-104614,1473 LakePl  BUbvuzffabury  Texas USA,1526 ParkLn MountWickview Illinois USA ,Electric,time-of-use,Active
2022-11-14,101300,1162,Small Commercial,SMALLCOMM-101300,1478 GrandPl  LBqdhville  Texas USA,1527 PinePl NorthGatebridge New Jersey USA,Electric,variable-rate,Active
2024-12-09,103098,2758,Residential,RESI-103098,1480 LakeRd  Clearport  Texas USA,1528 ParkCourt NIrnkitcrest Alberta Canada ,Electric,fixed-rate,Active
2019-05-03,103300,2943,Residential,RESI-103300,1484 ElmRd  Oakcrest  Pennsylvania USA,1529 StonePl RVzqikbury Ontario Canada ,Gas,fixed-rate,Active
2023-09-14,102526,2248,Residential,RESI-102526,1484 SilverBlvd  ClearHammouth  Illinois USA,1531 GreenPl FortPointdale Manitoba Canada ,Electric,time-of-use,Closed
2020-04-13,106043,2248,Residential,RESI-106043,1484 SilverBlvd  ClearHammouth  Illinois USA,1532 SunBlvd IPqrouview Massachusetts USA ,Electric,time-of-use,Active
2019-07-23,102357,2090,Small Commercial,SMALLCOMM-102357,1485 CedarCourt  GrandPointmouth  Texas USA,1533 GreenDr YWuukomont Illinois USA ,Electric,variable-rate,Suspended
2019-03-05,103824,3420,Residential,RESI-103824,1491 ParkBlvd  LakeHavenview  Texas USA,1536 SilverBlvd BrightLeyhaven Indiana USA ,Electric,fixed-rate,Active
